DOCID	REVIEW SENTID	REVIEW SENT	REVIEW AUID	RESPONSE SENTID	RESPONSE SENT	RESPONSE AUID
3316416	50000411	We had a room with 2 twin beds.		80000489	We cannot be at the front desk all the time, but we are always happy to give information about the area.	
3316416	50000412	There was a sink in the room with the beds and a bathroom.		80000490	"Thanks for the time to write a review."""	
3316416	50000413	Showers were in the hallway.				
3316416	50000414	They provided bathrobes and the showers were very clean.				
3316416	50000415	We had to ask for extra pillows as the pillows were not very fluffy.				
3316416	50000416	The girl gave us the last 2 pillows.				
3316416	50000417	The breakfast was very basic and you had to wash your own dishes--hostel style.				
3316416	50000418	The man who checked us in was not friendly and seemed distressed when I asked him for 2 keys.				
3316416	50000419	No one was ever at the front desk so I never was able to get advice about the local activities and amenities.				
3316416	50000420	The common area was very nice with couches, tables in a colorful, sunny room.				
3316416	50000421	The Cube is an easy walk from everything in Revelstoke.				

3299332	50000430	Moving Daughter ---SEP--- Great Motel clean and very comfortable spacious rooms Hotel was also great very friendly and helpful staff Would highly recommend this Motel.		80000501	Thank so much for a lovely review, we appreciate the kind words greatly.	
3299332	50000431	Good location easy to get to rooms are nice and quiet.		80000502	Enjoy your travels and we hope to see you again soon.	
3299332	50000432	Breakfast available to rooms.		80000503	Kind regards, Sandy L.	

3190936	50000440	Disappointing.		80000514	Dear Reviewer, Thank you for taking the time to leave your review, I am sorry that we did not exceed your expectations during your recent visit.	
3190936	50000441	Would not stay again ---SEP---		80000515	To enable us to be the best at what we do, we take customer feedback and points very seriously however we would like to inform you that the old part of this Hotel a Victorian building is due to have refurbishments in the future and had you voiced your disatifaction on arrival with the room you booked we would have endeavoured subject to availability, to upgrade you to our recently refurbished rooms.	
3190936	50000442	This hotel obviously has some lovely refurbished rooms.		80000516	Very many thanks General Mangement Response Team	
3190936	50000443	Mine was not one of them.				
3190936	50000444	A tired, dated room with a squeaky bed that was medium-comfortable.				
3190936	50000445	The walls were full of holes from old fittings, the furniture had seen better days and the bathroom was also in need of a refurbish.				
3190936	50000446	Stupid wee things - the toilet roll holder hung off the wall and it fell on the floor all the time.				
3190936	50000447	None of these things matter when you're asleep so a good night's sleep would have made me less critical.				
3190936	50000448	My room was at the back of the hotel and quiet on the first night (bank holiday).				
3190936	50000449	On the second n get there was someone in the room above me and next to me.				
3190936	50000450	You could hear every footstep and the floorboards sounded like they were ready to collapse.				
3190936	50000451	Every person going upstairs sounded like they were stomping in my room.				
3190936	50000452	Being near reception there were voices every time someone came in.				
3190936	50000453	The heating/cooling unit made a buzzing noise for a few seconds every ten mins waking up a light sleeper.				
3190936	50000454	The glass and bottle brought from the 'bar' (small fridge at reception)				
3190936	50000455	was not cleared out of my room after the first day.				
3190936	50000456	Staff were pleasant and I was asked on departure if they could do anything to help after I complained about noise.				
3190936	50000457	Short of new floorboards nothing could help after the event.				
3190936	50000458	Breakfast ok. Staff not identified with either uniforms or badges.				
3190936	50000459	Won't be back.				
3190936	50000460	From the reviews there are obviously some nice rooms - perhaps on top floor wth				
3190936	50000461	nobody above.				
3190936	50000462	My stay was very disappointing.				

3275888	50000470	Friendly, modern and central ---SEP---		80000527	Hey moonmobile What can i say??	
3275888	50000471	I really enjoyed staying at this hotel.		80000528	The perfect review!	
3275888	50000472	Great central location.		80000529	Makes a rainy day in Glasgow a bit more cheerful.	
3275888	50000473	Really nice cheery modern decor.		80000530	Thank you for posting.	
3275888	50000474	Lovely modern comfortable room.		80000531	My best Rory	
3275888	50000475	I also liked the relaxed bar/dining room/reception area.				
3275888	50000476	Really helpful and hospitable staff, with a special thank you to Alix.				
3275888	50000477	Just the right place to land after a long flight from Australia.				
3275888	50000478	Highly recommended.				

3256074	50000480	daughters 21st ---SEP---		80000542	Dear Nikki F Thank you so much for taking your time to write a 5* review after your recent stay at the Shankly hotel.	
3256074	50000481	Thursday 26 may we had family and friends to celebrate my daughters 21st in the eden room		80000543	I'm so pleased you chose to stay with us and celebrate your daughters 21st birthday.	
3256074	50000482	6.30pm till 10pm, we were greeted by joe caz who looked after us all he was very professional.		80000544	We strive to deliver first class customer service to all our guests, so well done to Joe,Sophie and Chrystal for going above and beyond t make your time spent with us more memorable.	
3256074	50000483	the 2 girls serving behind the bar Sophie and Chrystal were fantastic also.		80000545	We look forward to seeing you again soon.	
3256074	50000484	The great staff you have made our celebration the best we could of had.		80000546	Warmest wishes Emma Parry ema@shanklyhotel.com	
3256074	50000485	will definitely be back to the shankly.				
3256074	50000486	my daughter and friends stayed in the themed room wardrobe sleeps 8,another 3 rooms in the hotel were booked by family which were amazing.				
3256074	50000487	breakfast is best ever.				
3256074	50000488	fantastic hotel thank you				

3314622	50000490	Easy access ---SEP--- Easy to get to and convenient to shopping and eating.		80000557	Thank you for sharing your recent stay with us on TripAdvisor!	
